Binomial,Family,Subgroup,Genus,Species,Eye_Diameter,Body_Length,Preservation
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.24,39.05,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.25,37.98,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.25,40.6,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.25,65.34,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.27,40.41,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.28,46.84,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.3,43.59,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.3,44.47,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.3,51.95,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.34,40.66,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.54,65.34,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.57,54.61,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.59,45.38,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.6,62.5,fresh
7292_S_tenuiremis,sergestidae,sergia,sergia,tenuiremis,1.61,61.28,fresh
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.2,16.49,fresh
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.3,15.37,paraformaldehyde
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.37,13.63,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.46,17.47,paraformaldehyde
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.47,16.3,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.5,19.3,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.52,19.88,paraformaldehyde
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.54,18.86,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.55,22.97,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.56,17.86,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.58,16.88,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.62,20.19,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.63,20.45,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.66,22.22,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.67,20.68,ethanol
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.76,22.57,paraformaldehyde
8285_P_vigilax,sergestidae,sergestes,parasergestes,vigilax,0.96,23.92,paraformaldehyde
8005_E_arcticus,sergestidae,sergestes,eusergestes,arcticus,1.19,48,ethanol
8005_E_arcticus,sergestidae,sergestes,eusergestes,arcticus,1.21,49.14,ethanol
8005_E_arcticus,sergestidae,sergestes,eusergestes,arcticus,1.63,58.9,ethanol
8005_E_arcticus,sergestidae,sergestes,eusergestes,arcticus,1.47,52.28,ethanol
8005_E_arcticus,sergestidae,sergestes,eusergestes,arcticus,1.56,61.84,ethanol
