"genus_species","Subgroup","Genus","Species","Eye_Diameter","Body_Length","Preservation"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.4,13.6,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.5,17.5,"paraformaldehyde"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.5,16.3,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.5,19.3,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.5,19.9,"paraformaldehyde"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.5,18.9,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.6,23,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.6,17.9,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.6,16.9,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.6,20.2,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.6,20.4,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.7,22.2,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.7,20.7,"ethanol"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",0.8,22.6,"paraformaldehyde"
"Parasergestes_vigilax","Sergestes","Parasergestes","vigilax",1,23.9,"paraformaldehyde"
"Eusergestes_arcticus","Sergestes","Eusergestes","arcticus",1.2,48,"ethanol"
"Eusergestes_arcticus","Sergestes","Eusergestes","arcticus",1.2,49.1,"ethanol"
"Eusergestes_arcticus","Sergestes","Eusergestes","arcticus",1.6,58.9,"ethanol"
"Eusergestes_arcticus","Sergestes","Eusergestes","arcticus",1.5,52.3,"ethanol"
"Eusergestes_arcticus","Sergestes","Eusergestes","arcticus",1.6,61.8,"ethanol"
